id,prod,age,Sum Assured,Term,Term_if,Premium,sex,spc,prem_esc,sa_esc,esc_m,units_1,units_99,alloc_1,alloc_99,proj_max
219,1,49,695000,0,0,0,1,10,0,0,8,0,0,0,0,0
220,1,21,1164000,0,0,0,0,10,0,0,9,0,0,0,0,0
221,1,21,1184000,0,0,0,1,10,0,0,1,0,0,0,0,0
222,1,37,1464000,0,0,0,0,10,0,0,2,0,0,0,0,0
223,1,42,722000,0,0,0,0,10,0,0,8,0,0,0,0,0
224,1,33,1254000,0,0,0,1,10,0,0,10,0,0,0,0,0
225,1,39,821000,0,0,0,0,10,0,0,12,0,0,0,0,0
226,1,46,968000,0,0,0,1,10,0,0,12,0,0,0,0,0
227,1,34,1096000,0,0,0,1,10,0,0,9,0,0,0,0,0
228,1,54,719000,0,0,0,1,10,0,0,11,0,0,0,0,0
229,1,34,702000,0,0,0,0,10,0,0,3,0,0,0,0,0
230,1,34,1718000,0,0,0,0,10,0,0,12,0,0,0,0,0
231,1,36,1257000,0,0,0,0,10,0,0,3,0,0,0,0,0
232,1,37,1476000,0,0,0,1,10,0,0,9,0,0,0,0,0
233,1,50,1181000,0,0,0,0,10,0,0,10,0,0,0,0,0
234,1,21,836000,0,0,0,0,10,0,0,6,0,0,0,0,0
235,1,36,918000,0,0,0,1,10,0,0,12,0,0,0,0,0
236,1,32,885000,0,0,0,1,10,0,0,11,0,0,0,0,0
237,1,28,718000,0,0,0,0,10,0,0,1,0,0,0,0,0
238,1,38,1057000,0,0,0,1,10,0,0,1,0,0,0,0,0
239,1,60,578000,0,0,0,1,10,0,0,4,0,0,0,0,0
240,1,55,864000,0,0,0,0,10,0,0,9,0,0,0,0,0
241,1,26,1145000,0,0,0,0,10,0,0,9,0,0,0,0,0
242,1,51,929000,0,0,0,1,10,0,0,9,0,0,0,0,0
243,1,35,366000,0,0,0,0,10,0,0,11,0,0,0,0,0
244,1,28,1041000,0,0,0,1,10,0,0,2,0,0,0,0,0
245,1,50,873000,0,0,0,0,10,0,0,10,0,0,0,0,0
246,1,21,1234000,0,0,0,1,10,0,0,12,0,0,0,0,0
247,1,40,646000,0,0,0,0,10,0,0,9,0,0,0,0,0
248,1,21,1218000,0,0,0,1,10,0,0,10,0,0,0,0,0
249,1,21,1512000,0,0,0,1,10,0,0,9,0,0,0,0,0
250,1,21,1338000,0,0,0,0,10,0,0,9,0,0,0,0,0
1,1,26,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
2,1,48,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
3,1,28,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
4,1,28,27000,0,0,0,0,11,0,0,12,0,0,0,0,0
5,1,41,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
6,1,50,20000,0,0,0,1,11,0,0,12,0,0,0,0,0
7,1,25,25000,0,0,0,1,11,0,0,9,0,0,0,0,0
8,1,33,24000,0,0,0,1,11,0,0,4,0,0,0,0,0
9,1,50,20000,0,0,0,1,11,0,0,3,0,0,0,0,0
10,1,50,20000,0,0,0,0,11,0,0,6,0,0,0,0,0
11,1,25,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
12,1,25,26000,0,0,0,1,11,0,0,6,0,0,0,0,0
13,1,50,21000,0,0,0,1,11,0,0,12,0,0,0,0,0
14,1,36,20000,0,0,0,0,11,0,0,10,0,0,0,0,0
15,1,37,28000,0,0,0,1,11,0,0,6,0,0,0,0,0
16,1,25,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
17,1,25,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
18,1,36,20000,0,0,0,0,11,0,0,3,0,0,0,0,0
19,1,25,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
20,1,25,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
21,1,38,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
22,1,39,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
23,1,48,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
24,1,47,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
25,1,50,25000,0,0,0,0,11,0,0,4,0,0,0,0,0
26,1,49,25000,0,0,0,1,11,0,0,12,0,0,0,0,0
27,1,25,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
28,1,39,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
29,1,36,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
30,1,27,23000,0,0,0,0,11,0,0,10,0,0,0,0,0
31,1,25,20000,0,0,0,1,11,0,0,9,0,0,0,0,0
32,1,31,22000,0,0,0,0,11,0,0,7,0,0,0,0,0
33,1,25,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
34,1,48,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
35,1,25,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
36,1,39,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
37,1,44,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
38,1,42,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
39,1,25,20000,0,0,0,1,11,0,0,4,0,0,0,0,0
40,1,25,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
41,1,25,20000,0,0,0,1,11,0,0,12,0,0,0,0,0
42,1,34,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
43,1,47,24000,0,0,0,1,11,0,0,11,0,0,0,0,0
44,1,47,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
45,1,25,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
46,1,25,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
47,1,43,21000,0,0,0,1,11,0,0,12,0,0,0,0,0
48,1,49,20000,0,0,0,1,11,0,0,12,0,0,0,0,0
49,1,25,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
50,1,50,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
51,1,25,25000,0,0,0,1,11,0,0,6,0,0,0,0,0
52,1,25,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
53,1,32,20000,0,0,0,1,11,0,0,4,0,0,0,0,0
54,1,37,20000,0,0,0,1,11,0,0,4,0,0,0,0,0
55,1,39,26000,0,0,0,1,11,0,0,8,0,0,0,0,0
56,1,25,24000,0,0,0,1,11,0,0,1,0,0,0,0,0
57,1,50,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
58,1,30,23000,0,0,0,1,11,0,0,1,0,0,0,0,0
59,1,42,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
60,1,35,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
61,1,25,23000,0,0,0,1,11,0,0,7,0,0,0,0,0
62,1,50,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
63,1,46,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
64,1,25,28000,0,0,0,1,11,0,0,9,0,0,0,0,0
65,1,39,21000,0,0,0,0,11,0,0,12,0,0,0,0,0
66,1,25,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
67,1,50,23000,0,0,0,0,11,0,0,5,0,0,0,0,0
68,1,42,20000,0,0,0,1,11,0,0,3,0,0,0,0,0
69,1,50,20000,0,0,0,1,11,0,0,9,0,0,0,0,0
70,1,40,20000,0,0,0,0,11,0,0,6,0,0,0,0,0
71,1,40,25000,0,0,0,0,11,0,0,7,0,0,0,0,0
72,1,37,26000,0,0,0,1,11,0,0,1,0,0,0,0,0
73,1,37,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
74,1,26,22000,0,0,0,0,11,0,0,8,0,0,0,0,0
75,1,50,22000,0,0,0,0,11,0,0,8,0,0,0,0,0
76,1,31,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
77,1,34,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
78,1,50,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
79,1,27,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
80,1,25,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
81,1,25,23000,0,0,0,0,11,0,0,8,0,0,0,0,0
82,1,25,20000,0,0,0,1,11,0,0,4,0,0,0,0,0
83,1,45,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
84,1,34,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
85,1,36,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
86,1,36,20000,0,0,0,0,11,0,0,6,0,0,0,0,0
87,1,46,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
88,1,25,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
89,1,25,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
90,1,39,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
91,1,25,22000,0,0,0,1,11,0,0,7,0,0,0,0,0
92,1,25,24000,0,0,0,1,11,0,0,10,0,0,0,0,0
93,1,36,20000,0,0,0,0,11,0,0,6,0,0,0,0,0
94,1,33,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
95,1,38,26000,0,0,0,1,11,0,0,9,0,0,0,0,0
96,1,27,26000,0,0,0,1,11,0,0,6,0,0,0,0,0
97,1,32,20000,0,0,0,1,11,0,0,5,0,0,0,0,0
98,1,33,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
99,1,32,24000,0,0,0,0,11,0,0,10,0,0,0,0,0
100,1,34,33000,0,0,0,1,11,0,0,11,0,0,0,0,0
101,1,25,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
102,1,40,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
103,1,25,23000,0,0,0,1,11,0,0,8,0,0,0,0,0
104,1,46,20000,0,0,0,0,11,0,0,6,0,0,0,0,0
105,1,29,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
106,1,25,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
107,1,34,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
108,1,41,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
109,1,25,32000,0,0,0,0,11,0,0,10,0,0,0,0,0
110,1,26,20000,0,0,0,0,11,0,0,2,0,0,0,0,0
111,1,40,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
112,1,50,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
113,1,50,25000,0,0,0,1,11,0,0,1,0,0,0,0,0
114,1,46,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
115,1,36,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
116,1,25,20000,0,0,0,0,11,0,0,3,0,0,0,0,0
117,1,48,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
118,1,33,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
119,1,25,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
120,1,45,24000,0,0,0,1,11,0,0,10,0,0,0,0,0
121,1,42,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
122,1,32,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
123,1,41,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
124,1,26,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
125,1,27,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
126,1,35,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
127,1,25,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
128,1,50,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
129,1,25,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
130,1,25,20000,0,0,0,0,11,0,0,6,0,0,0,0,0
131,1,25,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
132,1,49,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
133,1,32,21000,0,0,0,0,11,0,0,11,0,0,0,0,0
134,1,50,28000,0,0,0,0,11,0,0,7,0,0,0,0,0
135,1,40,23000,0,0,0,0,11,0,0,2,0,0,0,0,0
136,1,41,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
137,1,40,20000,0,0,0,1,11,0,0,9,0,0,0,0,0
138,1,46,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
139,1,29,20000,0,0,0,0,11,0,0,10,0,0,0,0,0
140,1,31,20000,0,0,0,0,11,0,0,2,0,0,0,0,0
141,1,50,21000,0,0,0,0,11,0,0,5,0,0,0,0,0
142,1,25,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
